Themes/Phrases,strength
key sources,1.0
reducing emissions,1.0
current approach,1.0
lead time,1.0
market-based mechanism,1.0
cap-and-trade program,1.0
specific intervals,1.0
declining allowance caps,1.5
particular circumstances,1.0
declining income,1.0
expensive reductions,1.0
innovative ways,1.0
sufficient allowances,1.0
annual emissions,1.0
allocating emission credits,1.5
air quality goals,1.5
electricity generators,1.0
different needs,1.0
diverse fuel mix,1.5
adequate energy supply,1.5
innovative strategies,1.0
environmental performance,1.0
uncertain litigation,1.0
significant headway,1.0
identifying future,1.0
reduction caps,1.0
offering flexibility,1.0
continual improvement,1.0
long-term planning,1.0
power generation,1.0
fair competition,1.0
command-and-control law,1.0
environmental groups,1.0
different air quality needs,2.0
substantial health,1.0
affordable energy supply,1.5
setting firm,1.0
West trading regions,1.5
adequate lead time,1.5
predictable climate,1.0
electricity generators,1.0
substantial cost savings,1.5
telling electricity generators,1.5
environmental benefits,1.0
market-based approach,1.0
command-and-control approach,1.0
unneeded allowances,1.0
government interference,1.0
ambitious air quality goals,2.0
target emission reductions,1.5
compliance costs,1.0
command-and-control system,1.0
overall emission cap,1.5
open trading,1.0
acid rain cap,1.5
trade program,1.0
command-and-control programs,1.0
undermining air quality,1.5
consumer electricity prices,1.5
Cost savings,1.0
actual emissions,1.0
acid rain,1.0
Comparing emissions,1.0
financial incentives,1.0
electricity generators,1.0
Several analyses,1.0
acid rain program,1.5
local areas,1.0
hot spots,1.0
emission levels,1.0
command-and-control program,1.0
air quality improvements,1.5
broad area,1.0
acid rain program,1.5
acid rain cap,1.5
trade program,1.0
Regional Effect,1.0
rain program,1.0
percent compliance,1.0
significant reductions,1.0
acid rain,1.0
per-ton cost,1.0
Allowance Trading,1.0
low-cost ways,1.0
sufficient allowances,1.0
43 percent reductions,1.5
general prediction,1.0
Guaranteed Results,1.0
technological innovation,1.0
hot spots,1.0
early years,1.0
marketable assets,1.0
pollution reductions,1.0
trading program,1.0
Sulfur dioxide emissions,1.5
allowable levels,1.0
Sulfur Dioxide,1.0
explicit emissions,1.0
grand experiment,1.0
economic results,1.0
changing fuel prices,1.5
advantageous trends,1.0
regulatory approaches,1.0
transaction costs,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
certain provisions,1.0
dioxide emission reductions,1.5
affected units,1.0
performance standards,1.0
electric generating facilities,1.5
nitrogen oxides emission reductions,2.0
21st Conference,1.0
cap-and-trade programs,1.0
combustion units,1.0
emission caps,1.0
mercury emission reductions,1.5
environmental monitoring,1.0
existing Section,1.0
trading programs,1.0
allowance system provisions,1.5
sulfur dioxide allowances,1.5
trading programs,1.0
party transferring allowances,1.5
sulfur dioxide allowances,1.5
existing Section,1.0
issue regulations,1.0
mercury allowances,1.0
sulfur dioxide allowances,1.5
nitrogen oxides allowances,1.5
sulfur dioxide allowances,1.5
nitrogen oxides allowances,1.5
mercury allowances,1.0
Rain Program,1.0
affected units,1.0
sulfur dioxide,1.0
nitrogen oxides allowance,1.5
sulfur dioxide,1.0
mercury allowances,1.0
affected unit,1.0
sulfur dioxide,1.0
annual emissions,1.0
direct sales,1.0
mercury allowance,1.0
future auctions,1.0
Compliance Plans,1.0
relevant trading program,1.5
existing Section,1.0
existing Section,1.0
sulfur dioxide allowances,1.5
nitrogen oxides allowances,1.5
Certain provisions,1.0
existing Section,1.0
nitrogen oxides,1.0
judicial review,1.0
permitting provisions,1.0
permit provisions,1.0
affected facilities,1.0
trading programs,1.0
compliance plan,1.0
applicable allowance holding,1.5
nitrogen oxides,1.0
existing Section,1.0
holding requirements,1.0
direct sale,1.0
fixed price,1.0
relevant auction,1.0
consecutive years,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
mercury trading,1.0
permit application,1.0
trading programs,1.0
existing Section,1.0
permit application,1.0
twenty-four months,1.0
particular trading program,1.5
volumetric flow,1.0
nitrogen oxides,1.0
alternative monitoring system,1.5
existing Section,1.0
alternative monitoring system,1.5
determining mercury emissions,1.5
existing Section,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
mercury trading,1.0
existing Acid Rain,1.5
recordkeeping requirements,1.0
Continuous emissions monitoring systems,2.0
trading programs,1.0
mercury trading program,1.5
appropriate vendor guarantees,1.5
commercially available,1.0
facility-level compliance,1.0
Existing Section,1.0
single stack,1.0
individual units,1.0
continuous emissions monitoring systems,2.0
existing Section,1.0
relevant trading program,1.5
existing deadline,1.0
alternative monitoring system,1.5
substitute data,1.0
emission data,1.0
Excess Emissions,1.0
existing Section,1.0
existing Section,1.0
holding requirements,1.0
nitrogen oxides,1.0
excess emissions,1.0
excess emissions penalties,1.5
sulfur dioxide,1.0
nitrogen oxides,1.0
affected units,1.0
excess emissions,1.0
annual sulfur dioxide emissions,2.0
financial penalty,1.0
existing Section,1.0
financial penalty,1.0
annual emissions,1.0
excess emissions,1.0
equal amount,1.0
penalty payment,1.0
holding allowances,1.0
covering emissions,1.0
financial penalty,1.0
excess emissions,1.0
clearing price,1.0
auction clearing price,1.5
civil penalties,1.0
excess emissions,1.0
financial penalty,1.0
holding allowances,1.0
emissions penalty,1.0
existing provision,1.0
political subdivision,1.0
enforcement provisions,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
mercury trading,1.0
separate violation,1.0
excess nitrogen oxides,1.5
excess ounce,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
mercury emissions,1.0
recent auction,1.0
existing Section,1.0
existing Section,1.0
existing Section,1.0
excess ton,1.0
sulfur dioxide,1.0
Additional Units,1.0
certain conditions,1.0
trading programs,1.0
reporting requirements,1.0
opt-in unit,1.0
baseline emission rate,1.5
baseline heat input,2.1666667
2002 emissions rate,1.5
stringent State,1.0
federal emission limitation,1.5
baseline heat input,1.5
corresponding increase,1.0
affected electricity,1.0
generating units,1.0
trading programs,1.0
affected unit,1.0
opt-in provisions,1.0
trading programs,1.0
non-opt-in requirements,1.0
existing Section,1.0
1 percent increase,1.5
increasing reduction,1.0
trading programs,1.0
opt-in provisions,1.0
nitrogen oxide allowances,1.5
mercury allowances,1.0
concerning auctions,1.0
sulfur dioxide,1.0
minimum price,1.0
non-governmental agency,1.0
clearing price,1.0
existing Section,1.0
auction provisions,1.0
Total Sulfur Dioxide,1.5
bid prices,1.0
Administrator reviews,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
specific factors,1.0
ambient air quality standards,2.0
government agency,1.0
affected EGUs,1.0
default procedures,1.0
scientific information,1.0
establishing procedures,1.0
default procedures,1.0
declining price auction,1.5
winning bidders purchase,1.5
Nitrogen Oxides,1.0
addressing sulfur oxides,1.5
separate recommendations,1.0
total amounts,1.0
affected EGUs,1.0
marginal cost,1.0
nitrogen oxides,1.0
peer review,1.0
covering emissions beginning,1.5
minor changes,1.0
back-stop trading program,1.5
Allowance Allocation,1.0
substantive changes,1.0
Dioxide Emission Reductions,1.5
existing Section,1.0
existing deadline,1.0
trading program,1.0
existing units,1.0
remaining provisions,1.0
Dioxide Requirements,1.0
existing Sections,1.0
existing deadline,1.0
sulfur dioxide allocations,1.5
Dioxide Requirements,1.0
existing Section,1.0
sulfur dioxide allocation formulas,2.0
substantive changes,1.0
existing Section,1.0
existing Section,1.0
small diesel,1.0
process sources,1.0
substantive changes,1.0
additional formulations,1.0
opt-in units,1.0
refinery allowance allocation program,2.0
sulfur dioxide allowances,1.5
private sales,1.0
Emissions Rates,1.0
sulfur dioxide emissions,1.5
Additional Sources,1.0
existing Section,1.0
requiring issuance,1.0
annual auction,1.0
existing Section,1.0
sulfur dioxide allowance auction,2.0
industrial sources,1.0
substantive changes,1.0
longer subject,1.0
dioxide trading program,1.5
generating boilers,1.0
existing Section,1.0
trading program,1.0
cycle plants,1.0
nameplate capacity,1.0
nameplate capacity,1.0
solid waste incineration units,2.0
Dioxide Allowance,1.0
affected EGUs,1.0
generating units,1.0
cycle plants,1.0
gas-fired units,1.0
hazardous waste,1.0
total sulfur dioxide emissions,2.0
Total Emissions,1.0
existing fossil,1.0
trading program,1.0
fuel-fired electricity,1.0
generating boilers,1.0
cogeneration units,1.0
Auction proceeds,1.0
one-time basis,1.0
sulfur dioxide emissions,1.5
general account,1.0
common stack,1.0
annual caps,1.0
sulfur dioxide,1.0
sulfur dioxide allowances,1.5
Ninety-five percent,1.0
time value,1.0
allowance accounts,1.0
discount allowances,1.0
commenced operation,1.0
trading program,1.0
commence operation,1.0
sulfur dioxide,1.0
unit account,1.0
remaining allowances,1.0
sulfur dioxide allowances,1.5
one-half percent,1.0
total amount,1.0
sulfur dioxide allowances,1.5
total amount,1.0
standard emission rates,1.5
heat input,1.0
total amount,1.0
allowance pools,1.0
sulfur dioxide allowances,1.5
individual unit allocations,1.5
applicable total,1.0
sulfur dioxide trading,1.5
secondary fuel,1.0
residual oil,1.0
total amount,1.0
default method,1.0
timely basis,1.0
allocation regulations,1.0
sulfur dioxide,1.0
sulfur dioxide allowances,1.5
total amount,1.0
default method,1.0
nationwide sulfur dioxide program,2.0
primary fuel,1.0
heat input,1.0
emissions data,1.0
dioxide allowances,1.0
Sulfur Dioxide Emission,1.5
trading program,1.0
2009 sulfur dioxide,1.5
banked pre,1.0
sulfur dioxide control technology,2.0
sulfur dioxide emission reductions,2.0
generating units,1.0
sulfur dioxide,1.0
sulfur dioxide emission level,2.0
qualified projects,1.0
back-stop trading program,2.1666667
back-stop trading program,1.5
third year,1.0
covering emissions,1.0
nationwide program,1.0
generating units,1.0
nationwide programs,1.0
nationwide sulfur dioxide trading program,2.5
emission level,1.0
dioxide allowances,1.0
sulfur dioxide allowances,1.5
nationwide program,1.0
nationwide sulfur dioxide trading program,2.5
trading program,1.0
trading program,2.0
trading program,1.0
total emissions,1.0
trading program,1.0
total emissions,1.0
later year,1.0
sulfur dioxide,1.0
third year,1.0
affected EGUs,1.0
affected EGUs,1.0
total sulfur dioxide emissions,2.0
nationwide sulfur dioxide trading,2.0
facility-wide basis,1.0
annual cap,1.0
sulfur dioxide,1.0
Total Emissions,1.0
one-time basis,1.0
individual units,1.0
Standard emission rates,1.5
baseline heat input,1.5
standard emission,1.0
nationwide sulfur dioxide,1.5
methodology analogous,1.0
secondary fuel,1.0
Program units,1.0
coal-fired units,1.0
sulfur dioxide allowances,1.5
fourth year,1.0
individual unit allocations,1.5
trading program,1.0
heat input,1.0
ozone transport,1.0
nitrogen oxides reduction,1.5
trading program,1.0
nitrogen oxides,1.0
timely basis,1.0
covering emissions,1.0
total amount,1.0
residual oil,1.0
primary fuel,1.0
NOx emissions,1.0
Nitrogen Oxides Allowance,1.5
state implementation plans,1.5
trading program,1.0
trading zones,1.0
boiler type,1.0
nitrogen oxides trading program,2.0
trading program,1.0
nitrogen oxides,1.0
Nitrogen Oxides,1.0
existing emission rate limitations,2.0
individual boilers,1.0
oxides provisions,1.0
emission rate limitations,1.5
Nitrogen Oxides Allowance,1.5
generating units,1.0
nationwide sulfur dioxide trading program,2.5
generating units,1.0
annual caps,1.0
nitrogen oxides,1.0
EGUs units,1.0
facility-wide basis,1.0
affected EGUs,1.0
affected units,1.0
Nitrogen Oxides,1.0
nitrogen oxides,1.0
subsequent year,1.0
separate allowances pools,1.5
respective zone,1.0
oxides trading program,1.5
nationwide sulfur dioxide trading program,2.5
trading program,1.0
total nitrogen oxides emissions,2.0
one-time basis,1.0
total emissions,1.0
Auction proceeds,1.0
total baseline heat input,2.0
individual units,1.0
total amount,1.0
baseline heat input values,2.0
affected EGUs,1.0
total amount,1.0
sulfur dioxide,1.0
individual unit allocations,1.5
default method,1.0
sulfur dioxide trading program,2.0
emission rate limit,1.5
nitrogen oxides allowances,1.5
timely basis,1.0
nitrogen oxides allowances,1.5
timely promulgated,1.0
total amount,1.0
secondary fuel,1.0
residual oil,1.0
allocation regulations,1.0
timely promulgated,1.0
allocation regulations,1.0
general provisions,1.0
implementation plans,1.0
general provisions,1.0
oxides trading program,1.5
Applicable Implementation,1.0
classifying cogeneration units,1.5
trading budgets,1.0
including requirements,1.0
allowing owners,1.0
budget trading program,1.5
ozone season,1.0
affected units,1.0
budget trading program,1.5
mercury trading program,2.1666667
covering emissions,1.0
operating history,1.0
trading program,1.0
total mercury emissions,1.5
2008 Nitrogen Oxides,1.5
banked pre,1.0
trading program,1.0
trading programs,1.0
nitrogen oxides,1.0
trading program,1.0
Standard factors,1.0
several categories,1.0
coal-fired units,1.0
sulfur dioxide,1.0
standard factor,1.0
trading programs,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
generating units,1.0
baseline heat input,3.0
affected EGUs,1.0
facility-wide basis,1.0
trading program,1.0
annual caps,1.0
mercury emissions,1.0
subsequent year,1.0
individual units,1.0
Total Emissions Section,1.5
affected units,1.0
Auction proceeds,1.0
one-time basis,1.0
baseline heat input,1.5
sulfur dioxide,1.0
applicable amount,1.0
total amount,1.0
individual unit allocations,1.5
standard factor,1.0
operating history,1.0
mercury allowances,1.0
timely basis,1.0
compliance analogous,1.0
oxides trading program,1.5
allocation regulations,1.0
combustion turbines,1.0
statutory performance standards,1.5
emission limits,1.0
cycle plants,1.0
oil-fired boilers,1.0
air pollutants,1.0
nitrogen oxides,1.0
sulfur dioxide,1.0
total amount,1.0
mercury allowances,1.0
coal-fired units,1.0
emission limit,1.0
mercury content,1.0
coal-derived fuel,1.0
Affected Units,1.0
performance standards,1.0
mercury emission limits,1.5
particulate matter,1.0
particulate matter emission limit,2.0
coal-fired units,1.0
performance standard,1.0
continuous emissions monitoring systems,2.0
averaging times,1.0
matter emission limit,1.5
Coal-fired boilers,1.0
coal-fired boilers,1.0
emission limits,1.0
nitrogen oxides emission limits,2.0
particulate matter emission limit,2.0
source performance,1.0
performance standards,1.0
nitrogen oxides emission limit,2.0
combustion turbines,1.0
sulfur dioxide emission limit,2.0
mercury emission limit,1.5
alternative standards,1.0
coal-derived fuel,1.0
combustion turbines,1.0
sulfur dioxide emission limit,2.0
nitrogen oxides emission limits,2.0
emission limit,1.0
emission reduction,1.0
performance standards,1.0
affected units,1.0
cycle plants,1.0
cycle plants,1.0
cycle plants,1.0
Combustion turbines,1.0
oil-fired boilers,1.0
particulate matter,1.0
emission limitation achievable,1.5
available information,1.0
technology information,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
Available Retrofit,1.0
emissions levels,1.0
available retrofit technology,1.5
Affected units,1.0
major emitting facilities,1.5
carbon monoxide emissions,1.5
available control technology,1.5
affected unit,1.0
technical research,1.0
trading programs,1.0
affected units,1.0
source review,1.0
major stationary sources,1.5
affected unit,1.0
certain requirements,1.0
concerning particulate,1.0
hourly emissions,1.0
maximum capacity,1.0
particulate matter,1.0
achievable emission rate,1.5
performance standards,1.0
nitrogen oxides,1.0
sulfur dioxide,1.0
performance standards,1.0
appropriate control technology,1.5
case-by-case review,1.0
affected unit,1.0
adverse impact,1.0
air quality,1.0
federal land manager,1.5
affected unit,1.0
ambient air quality standards,2.0
Transitional Areas,1.0
federal controls,1.0
state implementation plan,1.5
fine particles,1.0
hour ozone,1.0
affected unit,1.0
federal controls,1.0
EPA-performed modeling,1.0
local planning obligations,1.5
fine particles,1.0
hour ozone,1.0
trading programs,1.0
source program,1.0
fine particles,1.0
hour ozone,1.0
local controls,1.0
source review,1.0
maintenance areas,1.0
source review,1.0
nonattainment planning requirements,1.5
including conformity,1.0
state implementation plan,1.5
good neighbor,1.0
time frames,1.0
time frames,1.0
affected units,1.0
upwind sources,1.0
air pollutants,1.0
specified period,1.0
applicable attainment dates,1.5
air quality,1.0
appropriate peer-reviewed methodology,1.5
ozone transport,1.0
affected unit,1.0
implementation deadlines,1.0
trading programs,1.0
affected units,1.0
nonattainment areas,1.0
nonattainment areas,1.0
necessary determinations,1.0
emissions reductions,1.0
Corresponding changes,1.0
SIP requirements,1.0
NOx emissions,1.0
air pollution problems,1.5
erroneous crossreference,1.0
final action,1.0
emissions reductions,1.0
required emissions reductions,1.5
areas upwind,1.0
Several corrections,1.0
achievable control technology,1.5
preclude regulation,1.0
hazardous air pollutants,1.5
electric utility steam,1.5
generating units,1.0
residual risk authority provisions,2.0
hazardous air pollutants,1.5
generating units,1.0
regime set,1.0
existing carbon dioxide monitoring,2.0
Rain Program,1.0
man-made mercury,1.0
public health problems,1.5
existing Acid,1.0
reporting requirements,1.0
power generation,1.0
atmospheric transformation products,1.5
power generation emissions,1.5
sulfur dioxide,1.0
nitrogen oxides,1.0
fine particles,1.0
respiratory conditions,1.0
fine particles,1.0
surface waters,1.0
public health effects,1.5
forested ecosystems,1.0
Visibility impairment,1.0
additional reductions,1.0
Acidic damage,1.0
cultural monuments,1.0
environmental effects,1.0
global scale,1.0
individual states,1.0
coastal areas,1.0
environmental problem,1.0
national program,1.0
environmental problems,1.0
current law,1.0
environmental problems,1.0
power generation,1.0
generating sources,1.0
legislative form,1.0
nitrogen oxides,1.0
sulfur dioxide,1.0
several problems,1.0
mandatory emission reductions,1.5
multiple pollutants,1.0
current emissions,1.0
electric power,1.0
combustion units,1.0
sulfur dioxide,1.0
nitrogen oxides,1.0
enforceable emissions limits,1.5
national caps,1.0
current Acid Rain Program,2.0
emission limits,1.0
health benefits,1.0
overall cost,1.0
significant benefits,1.0
monetary benefits,1.0
prolonging thousands,1.0
reducing tens,1.0
asthma attacks,1.0
Environmental benefits,1.0
environmental improvements,1.0
monetized benefits,1.0
emissions reductions,1.0
restricted activity days,1.5
work loss days,1.5
acidic conditions,1.0
key results,1.0
health benefits,1.0
income growth,1.0
benefits aggregation,1.0
visibility effects estimation,1.5
human health,1.0
economic valuation,1.0
substantial difference,1.0
specific estimates,1.0
required reductions,1.0
sensitivity analyses,1.0
long-term exposure,1.0
particulate matter,1.0
quantitative estimates,1.0
health improvements,1.0
current emissions,1.0
adverse health effects,1.5
premature mortality,1.0
substantial improvements,1.0
long-term exposure,1.0
chronic bronchitis,1.0
environmental effects,1.0
monetary terms,1.0
air quality modeling,1.5
scenario development,1.0
emissions modeling,1.0
estimated costs,1.0
previous risk,1.0
select subsets,1.0
monetized benefits,1.0
chronic bronchitis,1.0
monetary benefits,1.0
Detailed information,1.0
regulatory assessments,1.0
various sensitivity,1.0
mortality category,1.0
biological mechanisms,1.0
fine particles,1.0
chemical composition,1.0
potential importance,1.0
fine particles,1.0
chemically different,1.0
different choices,1.0
key elements,1.0
underlying estimates,1.0
fine particle,1.0
particulate matter,1.0
premature mortality,1.0
particle reductions,1.0
increased mortality,1.0
premature mortality,1.0
recent reanalysis,1.0
potential longevity,1.0
health status,1.0
different data,1.0
value reductions,1.0
conservative assumptions,1.0
benefit estimates,1.0
key assumptions,1.0
epidemiological evidence,1.0
Major Uncertainties,1.0
power plant emissions,1.5
fine particles,1.0
fine particles,1.0
premature mortality,1.0
equally potent,1.0
mobile sources,1.0
industrial facilities,1.0
scientific grounds,1.0
differential effects,1.0
particle type,1.0
concentration-response function,1.0
particulate matter,1.0
ambient concentrations,1.0
inherent uncertainties,1.0
future emissions,1.0
fine particles,1.0
health benefits,1.0
fine particles,1.0
approximately linear,1.0
associated air quality modeling,2.0
fine particle standard,1.5
overall enterprise,1.0
monetized benefits,1.0
up-to-date assessment tools,1.5
scientific literature,1.0
additional categories,1.0
interpretable outcomes,1.0
particulate deposition damage,1.5
cultural monuments,1.0
expiratory volume,1.0
percent discount rate,1.5
environmental benefits,1.0
reducing mercury,1.0
environmental benefits,1.0
highly useful,1.0
currently amenable,1.0
appropriate concentration-response functions,1.5
ozone effects,1.0
forested ecosystems,1.0
total benefits,1.0
suspected health effects,1.5
monetized benefits,1.0
health effects,1.0
absolute level,1.0
time periods,1.0
short-tern exposure,1.0
Prospective Analysis,1.0
health outcomes,1.0
preliminary findings,1.0
recent state-of-the-art,1.0
seven percent discount rate,2.0
airborne particles,1.0
health effects,1.0
alternative assumptions,1.0
analytical approaches,1.0
Linear concentration-response relationships,1.5
cumulative effect,1.0
value health effects damages,2.0
gasoline sulfur rules,1.5
motor vehicle,1.0
valuation functions,1.0
Scenario development,1.0
Emissions modeling,1.0
Air qua lity modeling,2.0
visibility effects estimation,1.5
Human health,1.0
income growth,1.0
analytical framework,1.0
future conditions,1.0
additional emissions control regulation,2.0
baseline scenarios,2.0
federal rules,1.0
scenario development,1.0
regulatory scenarios,1.0
control scenarios,1.0
adverse health effects,1.5
continuing effects,1.0
single control scenario,1.5
generated emissions estimates,1.5
emissions sources,1.0
projecting changes,1.0
baseline case,1.0
control scenario,1.0
additional emissions controls,1.5
electricity generation source emissions,2.0
futureyear air quality conditions,2.0
sophisticated computer models,1.5
particulate matter,1.0
estimate changes,1.0
particulate matter concentrations,1.5
air quality modeling results,2.0
concentration-response functions,1.0
generated emissions estimates,1.5
emergency room visits,1.5
premature mortality,1.0
Emissions inputs,1.0
concentration-response functions,1.0
future year emissions projections,2.0
emissions inventories,1.0
Modeling System,1.0
estimate changes,1.0
air quality changes,1.5
health effects,1.0
air pollutants,1.0
human health effects,1.5
economic valuation models,1.5
next step,1.0
dollar value,1.0
economic literature,1.0
mortality risk,1.0
geographic level,1.0
different methodologies,1.0
Analytic Sequence,1.0
chronic bronchitis,1.0
valuation sections,1.0
target years,1.0
health effects,1.0
federal rules,1.0
particulate matter,1.0
continuing effects,1.0
adverse effects,1.0
benefit values,1.0
income growth,1.0
separate subsections,1.0
Proposal Benefits Analysis,1.5
baseline scenario,1.0
target year,1.0
Emissions Inventories,1.0
following cases,1.0
mobile highway,1.0
county level,1.0
non-road sources,1.0
full implementation,1.0
Emissions profiles,1.0
national inventories,1.0
mobile sources,1.0
Emission inventories,1.0
contiguous states,1.0
electric generating unit,1.5
stationary area,1.0
Rulemaking analysis,1.0
generation emissions,1.0
including power,1.0
Emissions Projections,1.0
recent rulemaking,1.0
emissions inventories,1.0
criteria pollutants,1.0
1999 information collection effort,2.0
electric utility portion,1.5
municipal waste,1.0
national emissions,1.0
population growth,1.0
Heavy Duty,1.0
vehicle rulemaking,1.0
medical waste,1.0
power sector emissions,1.5
summertime NOX emissions,1.5
SIP Call states,1.5
mercury emissions,1.0
power generation,1.0
emissions inventory,1.0
mobile sources,2.0
year cap,1.0
million ton cap,1.5
yr cap,1.0
yr cap beginning,1.5
15 ton cap,1.5
emissions inventories,1.0
transmission limitations,1.0
available options,1.0
customer demand,1.0
million ton cap,1.5
mercury emissions,1.0
actual emissions,1.0
future emissions,1.0
linear programming model,1.5
electricity sector,1.0
specific constraints,1.0
performance characteristics,1.0
efficient use,1.0
electric power,1.0
operating constraints,1.0
future conditions,1.0
option characteristics,1.0
reliability criteria,1.0
operating characteristics,1.0
resource mix,1.0
utility managers,1.0
system-specific realism,1.0
present value,1.0
utility industry,1.0
electricity consumers,1.0
Deposition Modeling,1.0
environmental market mechanisms,1.5
emissions caps,1.0
human health,1.0
model runs,1.0
pollutant concentrations,1.0
physical effects,1.0
emissions changes,1.0
next section,1.0
estimation model,1.0
health effect,1.0
removal processes,1.0
particularly difficult,1.0
emission inventories,1.0
pollutant concentrations,1.0
non-linear chemical,1.0
atmospheric chemistry,1.0
pollutant transformation,1.0
important investment options,1.5
full planning horizon,1.5
Air quality modeling,1.5
analytical step,1.0
complex computer models,1.5
emission control scenarios,1.5
Air quality modelers,1.5
key challenges,1.0
secondary processes,1.0
precursor pollutants,1.0
certain classes,1.0
organic compounds,1.0
nitrogen oxides,1.0
similar challenges,1.0
particulate matter,1.0
Atmospheric transformation,1.0
atmospheric chemistry,1.0
transformation models,1.0
Air quality modelers,1.5
Complete documentation,1.0
clean air,1.0
gaseous sulfur dioxide,1.5
nitrogen oxides,1.0
air quality modelers,1.5
variable meteorology,1.0
reliable estimates,1.0
air quality,1.0
scientifically valid,1.0
national assessment studies,1.5
Implementation Plans,1.0
well-established models,1.0
toxic source risk assessments,2.0
individual air,1.0
future changes,1.0
air quality,1.0
Regional Modeling System,1.5
Regional Modeling System,1.5
atmospheric pollutants,1.0
large spatial,1.0
deposition fluxes,1.0
ambient concentrations,1.0
Eulerian air quality,1.5
horizontal grid size,1.5
postprocessing programs,1.0
sulfuric acid,1.0
nitric acid,1.0
toxic deposition model,1.5
core aerosol,1.0
large-scale simulations,1.0
one-way nesting,1.0
pollution issues,1.0
chemical processes,1.0
aqueous-phase chemistry,1.0
cloud processes,1.0
nutrient nitrogen,1.0
deposition fluxes,1.0
meteorological data,1.0
hazardous air pollutants,1.5
including mercury,1.0
continental-scale simulation,1.0
vertical structure,1.0
whole troposphere,1.0
turbulent diffusion,1.0
fine grid resolution,1.5
strong pollution,1.0
spatial gradients,1.0
elevated sources,1.0
advective transport,1.0
1999 peer review,1.5
address comments,1.0
mercury chemistry,1.0
aqueous sulfate formation pathways,2.0
expanded treatment,1.0
full-year simulation,1.0
sensitive areas,1.0
air quality metrics,1.5
annual mean,1.0
benefits analysis,1.0
dry deposition,1.0
wet deposition,1.0
Prospective Analysis,1.0
improved treatment,1.0
sulfate equilibrium,1.0
modeling domain,1.0
component species,1.0
grid cell,1.0
generating predictions,1.0
future-year scenarios,1.0
direct calculation,1.0
particulate air pollution,1.5
visibility damage function,1.5
photochemical dispersion model,1.5
full support,1.0
modeling domain,1.0
ozone formation,1.0
chemical processes,1.0
modeled changes,1.0
expected change,1.0
emission controls,1.0
little confidence,1.0
parallel processing,1.0
computational performance,1.0
reactive pollutants,1.0
gas phase chemistry,1.5
Ozone modeling,1.0
west longitude,1.0
outer grid,1.0
grid cell resolution,1.5
inner OTAG,1.0
benefits assessment applications,1.5
vertical resolution,1.0
horizontal resolution,1.0
inner grid,1.0
populated areas,1.0
ozone transport,1.0
major problem,1.0
surface-layer ozone concentrations,1.5
CAMx output file,1.5
modeling domain,1.0
ground level,1.0
intermediate resolution grid,1.5
observed concentrations,1.0
important capability,1.0
averaging times,1.0
easternmost states,1.0
inner OTAG,1.0
average ozone values,1.5
model predictions,1.0
ozone concentrations,1.0
ozone-related health,1.0
welfare effects,1.0
modeling domain,1.0
Modeling section,1.0
population grid-cells,1.0
entire ozone season,1.5
full-season ozone profiles,1.5
fullseason ozone data,1.5
ozone predictions,1.0
hourly ozone,1.0
similar approach,1.0
air quality,1.0
ozone profiles,1.0
ozone measure,1.0
cumulative index,1.0
hour period,1.0
Environmental Effects Modeling,1.5
health benefits,1.0
ozone damage,1.0
health effects,1.0
health effects,1.0
benefits analysis,1.0
monetized estimates,1.0
developed quantitative,1.0
available ozone monitoring data,2.0
km population grid-cells,1.5
scientific literature,1.0
ozone impacts,1.0
cardiovascular illnesses,1.0
ozone concentrations,1.0
quantified benefits,1.0
month ozone season,1.5
established Concentration-Response,1.0
various scenarios,1.0
sulfur dioxide gases,2.1666667
health effects,1.0
ozone season,1.0
spatial interpolation,1.0
environmental effects,1.0
mercury exposure,1.0
mercury fate,1.0
unquantified benefits,1.0
health effects,1.0
nitrogen oxides,1.0
yield benefits,1.0
modeling results,1.0
investigating methods,1.0
hourly observations,1.0
mercury benefits,1.0
health benefits analysis model,2.0
enhanced Voronoi Neighbor,1.5
resource limitations,1.0
health effects,1.0
major gaps,1.0
estimating health effects,1.5
reasonable certainty,1.0
certain crop,1.0
ozone monitors,1.0
km grid squares,1.5
population data,1.0
planar interpolation,1.0
sulfur dioxide gases,1.5
human health,1.0
related benefits,1.0
mercury-related benefits,1.0
restricted activity days,1.5
airway responsiveness,1.0
Chronic respiratory damage,1.5
Premature aging,1.0
Chronic asthma,1.0
Non-asthma respiratory,1.0
respiratory infection,1.0
Cardiovascular Emergency room visits,2.0
Neonatal mortality,1.0
birth weight,1.0
asthma status,1.0
Emergency room visits,1.5
asthma Asthma attacks,1.5
restricted activity days,1.5
work loss Changes,1.5
Altered host defense,1.5
chronic bronchitis,1.0
Morphological changes,1.0
absence days,1.0
respiratory cell damage,1.5
Acute inflammation,1.0
emergency room visits,1.5
blood pressure regulation,1.5
Cardiovascular effects,1.0
