Themes/Phrases,strength
crime area,1.0
poor alternative,1.0
unaddressed mail,1.0
operational changes,1.0
rate case,1.0
post offices,1.0
detached address label program,2.0
using contract,1.0
detached labels,1.0
fraudulent use,1.0
unaddressed mail,1.0
city routes,1.0
advertising mail,1.0
detached labels,1.0
future automation plans,1.5
face value,1.0
basic product line,1.5
worksharing discounts,1.0
Unaddressed mail,1.0
unaddressed mail,2.0
contract stations,1.0
controlled circulation,1.0
make-work scheme,1.0
Postal reorganization,1.0
post office,1.0
postal services,1.0
specific post offices,1.5
related change,1.0
box rents,1.0
extra work,1.0
delivery order,1.0
In-county rates,1.0
following subclasses,1.0
third bundle,1.0
specific days,1.0
Limited circulation,1.0
important characteristics,1.0
air transportation,1.0
use resources,1.0
speed distinction,1.0
originally deferrable,1.0
originally rapid,1.0
mail fluctuates,1.0
worksharing programs,1.0
rapid product,1.0
basic subclasses,1.0
bulk categories,1.0
substantial portion,1.0
on-time delivery,1.0
First-Class service,1.0
Standard-A rates,1.0
extreme ways,1.0
detracting attention,1.0
fundamental distinction,1.0
service tiers,1.0
moderate rate,1.0
rate structures,1.0
real service difference,1.5
mail handling,1.0
costly equipment,1.0
pervasive changes,1.0
frightening range,1.0
processing costs,1.0
design difficulties,1.0
automation categories,1.0
rate distinction,1.0
rate distinction,1.0
flat sorting machines,1.5
Handwritten addresses,1.0
large cost difference,1.5
rate distinction,1.0
non-standard surcharge,1.0
handwritten addresses,1.0
barcode discount,1.0
open edges,1.0
Nonautomated First-Class,1.0
Standard-A mailers,1.0
Similar systems,1.0
competitive system,1.0
qualifying mail,1.0
high-cost mailers,1.0
low-cost mailstream,1.0
non-conforming pieces,1.0
well-defined letter-size pieces,1.5
processing system,1.0
low-cost product,1.0
technologically feasible,1.0
postal service,1.0
competitive pricing,1.0
current conventions,1.0
levying surcharges,1.0
lowcost pieces,1.0
pronounced outside,1.0
breakeven requirement,1.0
net revenue,1.0
net revenue,1.0
possibly realistic,1.0
whole subclasses,1.0
specific customers,1.0
extremely elastic,1.0
elastic categories,1.0
strict rules,1.0
potential competitor,1.0
critical mass,1.0
considerable degree,1.0
low rates,1.0
quite uncommon,1.0
different form,1.0
rate-setting factor,1.0
library materials,1.0
great unknown,1.0
competitive carriers,1.0
actual service levels,1.5
actual service levels,1.5
statistically valid,1.0
difficult issue,1.0
finding ways,1.0
postal parlance,1.0
measurement system,1.0
unmet mailer needs,1.5
sector in-house,1.0
worksharing discounts,1.0
following example,1.0
worksharing discounts,1.0
worksharing activity,1.0
net mailing,1.0
especially effective,1.0
extensive worksharing discounts,1.5
important changes,1.0
dropship discounts,1.0
contract stations,1.0
dropship discount,1.0
destination facility,1.0
much contracting,1.0
dropship discounts,1.0
dropship discount,1.0
cost savings,1.0
sorting hub,1.0
limited ones,1.0
monitoring contracts,1.0
worksharing discounts,1.0
long-haul trucking,1.0
air transportation,1.0
suitable reverence,1.0
sorting process,1.0
low bidder,1.0
cutoff time,1.0
lower-capacity equipment,1.0
delivery performance,1.0
transportation system,1.0
central point,1.0
mail boxes,1.0
extra steps,1.0
effective avenue,1.0
mail recipients,1.0
rural carriers,1.0
numerous cost studies,1.5
star routes,1.0
Voluminous testimony,1.0
COST RECOGNITION,1.0
cost data,1.0
extensive testimony,1.0
discount differences,1.0
non-transportation costs,1.0
Standard-A mail,1.0
related testimony23,1.0
tractor trailer,1.0
nontransportation costs,1.0
large mailing,1.0
relative costs,1.0
ounce pieces,1.0
tractor trailers,1.0
ounce pieces,1.0
private sector expenditures,1.5
cost studies,1.0
faced competition,1.0
mental estimates,1.0
cost studies,1.0
ounce pieces,1.0
higher-volume mailers,1.0
productive operations,1.0
cost studies,1.0
operating managers,1.0
saturation mail,1.0
probably minimal,1.0
large proportion,1.0
working outdoors,1.0
unique ZIP Codes,1.5
sorting bin,1.0
computerized world,1.0
bulk mailers,1.0
rate differences,1.0
relatively economical,1.0
transaction costs,1.0
higher-cost delivery areas,1.5
extreme step,1.0
incumbent administration,1.0
rural routes,1.0
city routes,1.0
low-volume city routes,1.5
certain Zip Codes,1.5
additional surcharge,1.0
highest-volume recipients,1.0
sorting machines,1.0
postal service,1.0
rate tiers,1.0
demanding schedule,1.0
low-cost recipient,1.0
high-cost areas,1.0
postage bills,1.0
mitigating option,1.0
assumed-in effect,1.0
little mail,1.0
private-sector firms,1.0
set rates,1.0
related service issue,1.5
service standard,1.0
certain ways,1.0
transportation runs,1.0
small improvement,1.0
economic matter,1.0
postal service,1.0
near-cost price,1.0
costing systems,1.0
costing area,1.0
present time,1.0
contract rates,1.0
private-sector firms,1.0
negotiating skills,1.0
inverse price caps,1.5
wide-ranging adjustments,1.0
low markup,1.0
allowing contract prices,1.5
postal service,1.0
acceptable base,1.0
rate-setting framework,1.0
base contracts,1.0
including contract rates,1.5
private firms,1.0
affected parties,1.0
Full review,1.0
average price level,1.5
inverse cap,1.0
low markup,1.0
legislative suggestions,1.0
minor adjustment,1.0
sufficient market power,1.5
product areas,1.0
competitive subclasses,1.0
certain inverse price caps,2.0
substantial freedom,1.0
private firms,1.0
negotiating skills,1.0
serious study,1.0
inverse price cap,1.5
incremental cost,1.0
unfair competition,1.0
average rate,1.0
government provider,1.0
fraudulent use,1.0
inverse price cap,1.5
simple notion,1.0
unconstrained competition,1.0
regulatory commission,1.0
originating mail,1.0
competitive pressure,1.0
product differentiation,1.0
forwarding system,1.0
change-of-address system,1.0
change-of-address system,1.0
uniform rates,1.0
delivery area,1.0
low rates,1.0
common belief,1.0
sustainable monopoly,1.0
advantages side,1.0
limited changes,1.0
honor policies,1.0
mailbox rule,1.0
vehicle traffic,1.0
universal service,1.0
mailbox rule,1.0
universal service,1.0
inherently desirable,1.0
inverse price caps,1.5
uniform rates,1.0
special rate,1.0
forwards mail,1.0
current system,1.0
Postal Services,1.0
Competitive Entry,1.0
outgoing letter,1.0
current system,1.0
making adjustments,1.0
Delivery Economics,1.0
Quantitative Investigation,1.0
Evidencing Systems,1.0
mailbox rule,1.0
postal system,1.0
alternative system,1.0
alternative system,1.0
Delivery Services,1.0
Rural Delivery,1.0
Transaction Costs,1.0
losing volume,1.0
Household bill,1.0
payment mail,1.0
Postal Worksharing,1.0
household bill,1.0
payment mail,1.0
First-Class single-piece,1.0
presort mail,1.0
Postal system,1.0
personal exchange,1.0
business transactions,1.0
material impact,1.0
First-Class volume,1.0
First-Class household advertising mail,2.0
payment mail,1.0
First-Class advertising mail growth,2.0
personal mail,1.0
personal mail volume,1.5
First-Class mailstream,1.0
healthy growth,1.0
prevailing view,1.0
business mail,1.0
fostered substitution,1.0
telephone calls,1.0
household payment mail,1.5
personal exchange,1.0
distance telephone rates,1.5
telephone communication,1.0
healthy growth,1.0
household bill,1.0
payment mail,1.0
business transactions,1.0
household bill mail,1.5
Household bill,1.0
payment mail,1.0
payment pieces,1.0
Household bill,1.0
payment mail,1.0
business bill,1.0
payment mail,1.0
material impact,1.0
First-Class volume,1.0
Payment mail,1.0
bill mail,1.0
sending bills,1.0
non-presorted letters,1.0
bill mail,1.0
advertising mail,1.0
presort mail,1.0
advertising mail,1.0
advertising mail,1.0
First-Class household advertising mail,2.0
payment mail,1.0
household advertising mail,1.5
nonadvertising mail,1.0
First-Class household advertising mail,2.0
current growth,1.0
First-Class volume,1.0
mail volume,1.0
advertising mail volume,1.5
First-Class advertising,1.0
falling rate,1.0
total bill,1.0
payment mail,1.0
First-Class household advertising,1.5
First-Class single-piece,1.0
Payment mail,1.0
stand-alone advertising mail,1.5
business advertising mail,1.5
political implications,1.0
legal protection,1.0
advertising medium,1.0
First-Class advertising mail growth,2.0
following figures,1.0
nonadvertising mail,1.0
nonadvertising mail,1.0
non-advertising mail,1.0
letter mail,1.0
household mail,1.0
market research study,1.5
stand-alone advertising mail,1.5
payment mail,1.0
advertising mail,1.0
advertising mail data,1.5
market research firm,1.5
household diary data,1.5
detailed description,1.0
business portion,1.0
household portion,1.0
marketing purposes,1.0
subsequent years,1.0
volume forecasting,1.0
ratemaking purposes,1.0
rate cases,1.0
Mailstream Study,1.0
household mail,1.0
annual comparisons,1.0
last data,1.0
fiscal year basis,1.5
inter-temporal data comparisons,1.5
volume growth rates,1.5
business portion,1.0
household mail,1.0
volume weeks,1.0
sample week,1.0
wedding invitation,1.0
entry interview,1.0
mainly information,1.0
household demographics,1.0
week-long diary,1.0
household mail,1.0
industry source,1.0
household mail,1.0
advertising mail,1.0
advertising mail,1.0
advertising mail,1.0
credit card companies,1.5
payment mail,1.0
medical bills,1.0
read advertising mail,1.5
advertising mail,1.0
advertising mail,1.0
credit card companies,1.5
mail piece,1.0
regarding mail,1.0
greeting cards,1.0
entry interview,1.0
greeting cards,1.0
mainly payments,1.0
payment mail,1.0
household mail,1.0
credit card companies,1.5
medical bills,1.0
business mail,1.0
advertising mail volumes,1.5
First-Class bill,1.0
third row,1.0
card companies,1.0
leisure services,1.0
business bill,1.0
last number,1.0
volume share,1.0
First-Class volume,1.0
fourth row,1.0
fifth row,1.0
healthy volume growth,1.5
total household mail,1.5
advertising mail,1.0
last row,1.0
personal mail,1.0
telephone calls,1.0
First-Class volume,1.0
NHH-to-HH sector,1.0
fiscal years,1.0
advertising mail,1.0
personal mail volume,1.5
annual growth,1.0
time periods,1.0
anemic growth rates,1.5
volume decline,1.0
annual growth rates,1.5
personal mail,1.0
payment mail,1.0
annual growth rate,1.5
fostered substitution,1.0
telephone communication,1.0
annual growth rate,1.5
annual growth rate,1.5
business mail,1.0
sixth row,1.0
annual volume growth rates,2.0
last number,1.0
cumulative volume growth,1.5
historical volume data,1.5
telephone rates,1.0
personal mail,1.0
volume decline,1.0
household payment,1.0
annual growth rate,1.5
annual growth rate,1.5
annual growth,1.0
advertising mail,1.0
business mail,1.0
annual growth rates,1.5
healthy growth,1.0
annual growth rate,1.5
Household mail,1.0
healthy growth,1.0
business mail,1.0
First-Class letters,1.0
fourth rows,1.0
household payment mail,2.1666667
large portion,1.0
advertising mail,1.0
fifth rows,1.0
third rows,1.0
household bill mail,1.5
household payment mail,2.1666667
household bill mail,1.5
payment mail,1.0
response-to-advertising mail,1.0
prevailing view,1.0
Service volume witness Tolley,2.0
mail volume,1.0
sixth row,1.0
NHH-to-HH mail,1.0
First-Class stand-alone advertising,1.5
advertising mail,1.0
advertising mail,1.0
business advertising mail,2.1666667
major uses,1.0
insurance policies,1.0
First-Class mail,1.0
First-Class household mail,1.5
advertising mail,2.0
payment mail,1.0
advertising stuffers,1.0
advertising mail,1.0
response-to-advertising mail,1.0
First-Class stand-alone,1.0
advertising mail,1.0
residual household,1.0
adding NHH-to-HH,1.0
tax forms,1.0
education acceptances,1.0
advertising mail,1.0
business bill,1.0
payment mail,1.0
payment mail,1.0
advertising stuffers,1.0
advertising mail,1.0
advertising mail,1.0
household bill,1.0
payment mail,1.0
advertising mail volumes,1.5
First-Class bill,1.0
payment mail figures,1.5
household advertising mail,1.5
annual growth rate,1.5
mail pieces,1.0
payment volume,1.0
First-Class advertising mail,1.5
advertising mail,1.0
bill-paying methods,1.0
payment mail,1.0
average loss,1.0
advertising mail volume,1.5
material impact,1.0
First-Class volume,1.0
mail volume,1.0
volume figures,1.0
advertising mail,1.0
following figures,1.0
following figures,1.0
non-advertising mail,1.0
non-advertising mail,1.0
non-advertising mail,1.0
nonadvertising mail,1.0
legal protection,1.0
letter mail,1.0
First-Class advertising,1.0
payment mail,1.0
Fiscal Years,1.0
payment mail,1.0
non-advertising mail,1.0
First-Class advertising,1.0
non-advertising mail,1.0
political implications,1.0
common knowledge,1.0
payment mail,1.0
total First-Class bill,1.5
payment mail,1.0
total household bill,1.5
payment mail,1.0
fourth row,1.0
third row,1.0
payment mail,1.0
payment mail,1.0
business bill,1.0
payment mail,1.0
Household payment mail,1.5
annual growth,1.0
annual growth rate,1.5
payment mail volume accounts,2.0
household bill mail,1.5
payment mail,1.0
allowing bill,1.0
payment mail,1.0
business bill,1.0
payment mail,1.0
mail offsets,1.0
household bill,1.0
payment volume,1.0
payment volume figures,1.5
payment mail,1.0
First-Class volume,1.0
non-presorted letters,1.0
presorted letters,1.0
bill mail,1.0
First-Class single-piece,1.0
payment mail,1.0
First-Class Per-Household Volumes,1.5
20 percent figure,1.5
payment mail,1.0
annual volume figures,1.5
volume behavior,1.0
household level,1.0
volume figures,1.0
mail services,1.0
mail volume,1.0
business mail,1.0
20 percent figure,1.5
annual mail volumes,1.5
percent increase,1.0
household growth,1.0
mail volume,1.0
annual volumes,1.0
mail volume,1.0
total HH-to-NHH volume,1.5
annual decrease,1.0
mail services,1.0
per-household volume,1.0
1998 business bill,1.5
payment mail,1.0
payment mail,1.0
negative rates augment,1.5
absolute terms,1.0
respective year,1.0
annual increase,1.0
total NHH-to-HH,1.0
per-household volume figures,1.5
annual volumes,1.0
per-household volume figures,1.5
advertising mail volume,1.5
annual growth rates,1.5
volume figures,1.0
annual decrease,1.0
annual decrease,1.0
annual decrease,1.0
total HH-to-HH,1.0
annual decrease,1.0
per-household volume,1.0
total NHH-to-NHH volume,1.5
annual decrease,1.0
payment volume,1.0
annual increase,1.0
per-household volume,1.0
annual increase,1.0
per-household volume,1.0
annual decrease,1.0
annual decrease,1.0
annual growth rates,1.5
greeting cards,1.0
annual growth rates,1.5
per-household volume,1.0
annual decrease,1.0
annual growth rates,1.5
annual increase,1.0
annual increase,1.0
advertising mail,1.0
credit card companies,1.5
advertising mail,1.0
medical bills,1.0
payment mail,1.0
credit card companies,1.5
advertising stuffers,1.0
advertising mail,1.0
First-Class stand-alone,1.0
advertising mail,1.0
business advertising mail,2.1666667
major uses,1.0
tax forms,1.0
education acceptances,1.0
household bill mail,1.5
First-Class business bill,1.5
payment mail,1.0
payment mail,1.0
bill mail,1.0
household payment mail,2.1666667
business bill,1.0
payment mail,1.0
payment mail,1.0
advertising mail,1.0
residual household,1.0
household payment mail,1.5
Domestic Postage,1.0
current terminal dues system,2.0
Net Terminal Dues,1.5
Estimated Change,1.0
terminal dues,1.0
mail rates,1.0
Net Terminal Dues,1.5
terminal dues,1.0
domestic postage-based system,1.5
118 percent increase,1.5
IC payments,1.0
inbound accounts,1.0
outbound mail,1.0
total payments,1.0
industrialized countries,1.0
price elasticity,1.0
mail expenses,1.0
terminal dues,1.0
net balance,1.0
mail volumes,1.0
outbound mail,1.0
inbound mail,1.0
to-one ratio,1.0
domestic rates,1.0
outbound mail,1.0
international mail,1.0
negative effect,1.0
Basing terminal dues,1.5
domestic postage,1.0
postage-based terminal dues system,2.0
terminal dues,1.0
terminal dues,1.0
service improvements,1.0
terminal dues,1.0
terminal dues,1.0
domestic postage,1.0
net terminal dues,1.5
negative effect,1.0
domestic postage-based payment,1.5
postal administrations,1.0
First-Class rates,1.0
essentially equal,1.0
different results,1.0
subsequent periods,1.0
common pool,1.0
postage-based terminal dues system,2.0
domestic postage-based system,1.5
dues system,1.0
international postage rates,1.5
weight profile,1.0
terminal dues,1.0
terminal dues,1.0
terminal dues,1.0
convenient benchmark,1.0
institutional cost,1.0
cost coverage,1.0
relatively easy,1.0
Attributable Cost,1.0
attributable costs,1.0
attributable cost,1.0
inbound revenue,1.0
Incremental Outbound,1.0
International Volumes,1.0
net terminal dues,1.5
domestic postage-based system,1.5
attributable cost,1.0
terminal dues,1.0
Incremental Outbound,1.0
Current Terminal Dues,1.5
Domestic Postage,1.0
Attributable Cost,1.0
coverage change,1.0
outbound mail,1.0
corresponding amount,1.0
inbound mail,1.0
institutional costs,1.0
important policy issue,1.5
domestic mail,1.0
Inbound mail,1.0
inbound revenues,1.0
outbound attributable,1.0
comparing line,1.0
attributable costs,1.0
international mail finances,1.5
net effect,1.0
domestic postage-based,1.0
inbound revenues,1.0
institutional costs,1.0
dues system,1.0
domestic postage-based system,1.5
inbound mail,1.0
cost coverage,1.0
2000 cost coverage,1.5
net increase,1.0
terminal dues,1.0
net balance,1.0
attributable costs,1.0
current terminal,1.0
terminal dues system,1.5
cost coverage,1.0
outbound mail,1.0
comparing line,1.0
incremental costs,1.0
overall cost,1.0
inbound mail,1.0
Combining outbound,1.0
excluding outbound rates,1.5
overall cost,1.0
cost coverage goals,1.5
domestic postage rates,1.5
inbound mail,1.0
weight interval,1.0
domestic postage rates,1.5
individual country,1.0
interval distribution,1.0
outbound mail,1.0
actual number,1.0
outbound mail,1.0
critical inputs,1.0
domestic postage rates,1.5
weight interval,1.0
outbound mail,1.0
weight interval,1.0
annual submission,1.0
2000 billing determinant data,2.0
weight interval distribution,1.5
outbound mail,1.0
reasonable proxy,1.0
weight interval,1.0
proxy distribution,1.0
meaningful impact,1.0
actual distribution,1.0
piece volumes,1.0
weight interval,1.0
much detail,1.0
inbound mail,1.0
volume distribution,1.0
transportation mode,1.0
postal administrations,1.0
inbound mail,1.0
proxy distribution,1.0
aggregate distribution,1.0
weight distribution,1.0
terminal dues,1.0
domestic postage,1.0
inbound mail,1.0
average weight,1.0
specific data,1.0
inbound mail,1.0
domestic postage,1.0
inbound mail,1.0
domestic rates,1.0
individual countries,1.0
terminal dues system,1.5
European system,1.0
reasonable approximation,1.0
average weight,1.0
reasonable proxy,1.0
domestic postage rates,1.5
outbound mail revenues,1.5
mail flows,1.0
domestic postage,1.0
terminal dues,1.0
domestic postage costs,1.5
hard copy explanation,1.5
electronic spreadsheets,1.0
commercially sensitive,1.0
service agreements,1.0
postal laws,1.0
terminal dues,1.0
country-specific data,1.0
commercially sensitive,1.0
existing authority,1.0
individual customers,1.0
Classification Changes,1.0
individual customers,1.0
postal law,1.0
mail users,1.0
clear mandate,1.0
mail classifications,1.0
legal authority,1.0
procedural rules,1.0
expeditious consideration,1.0
following conclusions,1.0
implementing innovations,1.0
efficient services,1.0
service innovations,1.0
joint authority,1.0
mail services,1.0
service adjustments,1.0
interested persons,1.0
process rights,1.0
potential users,1.0
legally permissible,1.0
available inbound,1.0
volume data,1.0
average weight,1.0
inbound mail Air,1.5
small packets,1.0
small packets,1.0
small packets,1.0
distribution keys,1.0
inbound Air,1.0
surface mailstream,1.0
inbound mail,1.0
field personnel,1.0
inbound cards,1.0
inbound books,1.0
Domestic Rates,1.0
eligibility requirements,1.0
bulk business rates,1.5
inbound mail piece,1.5
inbound mail distribution,1.5
domestic bulk business rates,2.0
inbound mail,1.0
inbound surface,1.0
outbound cards,1.0
total volume,1.0
field observations,1.0
First-Class rate,1.0
domestic rates,1.0
eligibility requirements,1.0
Domestic Rates,1.0
Priority Rates,1.0
reduced costs,1.0
First-Class rates,1.0
heavy mail,1.0
corresponding rates,1.0
substantial overstatement,1.0
extra ounce rate,1.5
average revenue,1.0
extrapolation procedure,1.0
lost revenues,1.0
bulk mail,1.0
weight interval,1.0
industrial countries,1.0
postage-based terminal dues,1.5
industrial countries,1.0
available rates,1.0
latter assumption,1.0
average revenue,1.0
following possibilities,1.0
available rates,1.0
weight intervals,1.0
international mail revenues,1.5
separate estimate,1.0
industrialized countries,1.0
domestic postage-based,1.0
profitable mail,1.0
domestic rates,1.0
Potential Improvements,1.0
postage-based terminal dues,1.5
mail exchange,1.0
foreign mailers,1.0
terminal dues,1.0
domestic postage rates,1.5
priority delivery,1.0
separate estimate,1.0
predicable effects,1.0
postagebased terminal,1.0
specific study,1.0
weight distribution,1.0
domestic postage rates,1.5
specific study,1.0
weight distribution,1.0
significant outbound,1.0
mail flows,1.0
inbound mail,1.0
international postage rates,1.5
domestic postage rates,1.5
terminal dues,1.0
additional assumptions,1.0
plausible estimate,1.0
public proceeding,1.0
agreed-upon rate,1.0
service changes,1.0
Reorganization Act,1.0
rate-and-service package,1.0
potential users,1.0
mutual benefit,1.0
postal system,1.0
mail users,1.0
joint deliberations,1.0
particular areas,1.0
existing authority,1.0
market test basis,1.5
individual customers,1.0
service agreements,1.0
procedural mechanisms,1.0
special service,1.0
niche classifications,1.0
particular mailer,1.0
rate arrangements,1.0
conference committee,1.0
service innovations-some,1.0
particular groups,1.0
expedited basis,1.0
Postal Reorganization,1.0
clear mandate,1.0
legal authority,1.0
postal system,1.0
efficient services,1.0
limited opportunities,1.0
pre-existing law,1.0
business correspondence,1.0
mail users,1.0
performance criterion,1.0
specific powers,1.0
different categories,1.0
mail service,1.0
paramount obligation,1.0
postal policy,1.0
postal services,1.0
efficient services,1.0
postal services,1.0
reasonable rates,1.0
service innovation,1.0
plenary authority,1.0
operational tools,1.0
service innovation,1.0
mail users,1.0
postal system,1.0
post offices,1.0
special nonpostal,1.0
similar services,1.0
postal services,1.0
operational efficiency,1.0
development program,1.0
mail services,1.0
statutory codification,1.0
administrative process,1.0
proposed changes,1.0
effective date,1.0
mail classification changes,1.5
general public,1.0
equitable classes,1.0
recommended decision,1.0
initial mail classification,1.5
Following establishment,1.0
record hearings,1.0
procedural rules,1.0
proposed changes,1.0
mail classification schedule,1.5
mail classification schedule,1.5
mail classification schedule,1.5
useful opportunities,1.0
former Title,1.0
merit consideration,1.0
mail classification changes,1.5
generally applicable,1.0
Recommended Decision,1.0
postal products,1.0
joint authority,1.0
domestic mail service,1.5
certain types,1.0
service innovations,1.0
particular form,1.0
existing services,1.0
task force,1.0
procedural time limit,1.5
mail classification requests,1.5
mail user,1.0
mail classifications,1.0
several sets,1.0
supporting evidence,1.0
classification requests,1.0
trial-type hearing,1.0
task force,1.0
particular categories,1.0
expedited procedures,1.0
market test,1.0
innovative Mailing,1.0
special rules,1.0
expedited procedures,1.0
test periods,1.0
procedural rules,1.0
market tests,1.0
data collection,1.0
limited information,1.0
market test,1.0
public notice,1.0
due process rights,1.5
interested persons,1.0
experimental trial,1.0
market test rules,1.5
existing mail classifications,1.5
provisional basis,1.0
supporting information,1.0
service rules,1.0
procedural scheduling,1.0
third set,1.0
classification changes,1.0
general rules,1.0
market test rules,1.5
limited time,1.0
estimated contribution,1.0
due process,1.0
mail classification proposals,1.5
existing rate,1.0
permanent mail classification changes,2.0
institutional costs,1.0
service category,1.0
procedural scheduling,1.0
minor classification proposals,1.5
procedural deadline,1.0
Commission decision,1.0
volume estimates,1.0
determining breakeven,1.0
fourth set,1.0
due process rights,1.5
multi-year test period,1.5
test period,1.0
postal services,1.0
fiscal years,1.0
policy standard,1.0
test periods,1.0
currently available,1.0
procedural flexibility,1.0
interested persons,1.0
five-year period,1.0
recent rulemaking,1.0
expeditious consideration,1.0
service innovations,1.0
postal rates,1.0
contract rates,1.0
regulatory scrutiny,1.0
Statutory Bases,1.0
mail users,1.0
reaching consensus,1.0
sufficiently broad,1.0
procedural perspective,1.0
legal soundness,1.0
respective objectives,1.0
contractual arrangements,1.0
various approaches,1.0
service agreements,1.0
niche classifications,1.0
mail users,1.0
existing law,1.0
mail classification changes,1.5
mail classification,1.0
public scrutiny,1.0
procedural requirements,1.0
legal basis,1.0
service changes,1.0
providing services,1.0
establishing classifications,1.0
unreasonable preferences,1.0
substantive standards,1.0
mail classifications,1.0
unreasonable discrimination,1.0
mail classification changes,1.5
making rate,1.0
mail user,1.0
postal system,1.0
statutory standards,1.0
current law,1.0
mail users,1.0
particular mailers,1.0
substantive criteria,1.0
mutual benefit,1.0
rulemaking proceeding,1.0
late 1980s,1.0
special classifications,1.0
procedural requirements,1.0
reducing costs,1.0
classification changes,1.0
considering cost,1.0
substantive requirements,1.0
Contract Rates,1.0
contract rates,1.0
service agreements,1.0
initial proposal,1.0
proposal problematical,1.0
relevant evidence,1.0
permissible rates,1.0
rate changes,1.0
service package,1.0
particular subclasses,1.0
potential users,1.0
procedural requirement,1.0
contract mechanism,1.0
mail classification system,1.5
possible changes,1.0
prior review,1.0
potential problems,1.0
broad issues,1.0
initial comments,1.0
agreed-upon rates,1.0
fair contributions,1.0
unreasonable discrimination,1.0
revenue justification,1.0
Advocate-expressed doubts,1.0
service conditions,1.0
cost justification-are,1.0
contract rate proposal,1.5
substantial uncertainty,1.0
service conditions,1.0
institutional costs,1.0
mail volumes,1.0
problematical approach,1.0
additional flexibility,1.0
business practices,1.0
task force,1.0
expedited basis,1.0
postal customers,1.0
service agreements,1.0
Postal Ratemaking,1.0
niche classification,1.0
Following publication,1.0
general willingness,1.0
general rate,1.0
legal uncertainty,1.0
several mail,1.0
Niche classifications,1.0
postal system,1.0
individual agreements,1.0
ratemaking provisions,1.0
expedited procedures,1.0
classification proceedings,1.0
experimental program,1.0
public proceeding,1.0
cost-justified rates,1.0
two-year experiment,1.0
enabled users,1.0
legal uncertainties,1.0
mutual benefit,1.0
postal system,1.0
mail users,1.0
Recommended Decision,1.0
permanent mail classification,1.5
niche classification,1.0
rate-and-service package,1.0
service adjustments,1.0
Reorganization Act,1.0
Recommended Decision,1.0
potential users,1.0
niche classification,1.0
Classification Changes,1.0
agreed-upon rate,1.0
service changes,1.0
presorted rate categories,1.5
Experimental trial,1.0
minimum quantity,1.0
containerization requirements,1.0
processing costs,1.0
Settlement agreement,1.0
approving settlement agreement,1.5
Procedural history,1.0
ten-cent rate,1.0
additional mail processing,1.5
delivery costs,1.0
affordable rate,1.0
ten-cent rate,1.0
Procedural history,1.0
approving settlement agreement,1.5
Experimental service,1.0
Settlement agreement,1.0
advertising matter,1.0
enabling computer users,1.5
electronic form,1.0
permanent authority,1.0
approving request,1.0
three-year experiment,1.0
Single-piece mailers,1.0
small office,1.0
traditional mail service providers,2.0
program-related expenses,1.0
Procedural history,1.0
Market test,1.0
fee modifications,1.0
Applicable bulk mailing rate,2.0
technological resources,1.0
Delivery Confirmation,1.0
delivery confirmation,1.0
Small volume mailers,1.5
holiday peak,1.0
holiday mailing,1.0
confirmation service,1.0
early stages,1.0
Procedural History,1.0
withdrew request,1.0
experiment inadvisable,1.0
Available modes,1.0
interpersonal communication,1.0
communication-long-distance telephone service,1.5
household sector-E-mail,1.0
Particularly true,1.0
on-line information services CompuServe,2.0
postal delivery services,1.5
Household-Level Demand,1.0
long-distance call,1.0
incremental messages,1.0
aggregate pieces,1.0
mail revenues,1.0
household sector trends,1.5
Total pieces,1.0
mail revenues,1.0
increasing share,1.0
single-piece First-Class volume,1.5
postal delivery services,1.5
household-level use,1.0
household level,1.0
aggregate household sector postage,2.0
relative price,1.0
postal delivery,1.0
household consumption,1.0
postal delivery services,1.5
household-level demand,1.0
average household-level consumption,1.5
expenditure elasticities,1.0
home computing technology,1.5
postal demand,1.0
advertising circulars,1.0
percent detail file,1.5
selected household,1.0
personal computers,1.0
postal delivery services,1.5
relative price,1.0
Aggregate Household Consumption,1.5
national probability sample,1.5
Sampling frame,1.0
relative extent,1.0
alternative modes,1.0
Increasing penetration,1.0
householdlevel postage expenditures,1.5
non-durable goods,1.0
15month period,1.0
durables holdings,1.0
Specific Questions,1.0
delivery services,1.0
household characteristics,1.0
different samples,1.0
one-week diaries,1.0
consecutive weeks,1.0
census region,1.0
dwelling type,1.0
demographic characteristics,1.0
BLS-recommended procedure,1.0
Preliminary figures,1.0
Nominal declines,1.0
aggregate household,1.0
aggregate expenditures,1.0
postal delivery,1.0
marital status,1.0
sampling weight,1.0
aggregate expenditures,1.0
mail revenues,1.0
household sector,1.0
postage expenditures,1.0
aggregate household telephones,1.5
nominal increase,1.0
budgeted total expenditure,1.5
postal delivery services,1.5
postal delivery services,1.5
demand function,1.0
goods household purchases,1.5
real postage price,1.5
services expenditures,1.0
telephone services,1.0
household sector,1.0
Significant shift,1.0
postal delivery,1.0
research question,1.0
budgeted total expenditure,1.5
demand function,1.0
household characteristic,1.0
personal computer,1.0
unobservable characteristics,1.0
unobservable characteristics,1.0
relative price,1.0
econometric modeling techniques,1.5
econometric model,1.0
percentage change,1.0
personal computing technology,1.5
Increasing penetration,1.0
own-price elasticity,1.0
Quantifying Demand Responses,1.5
Price Elasticity,1.0
percent increase,1.0
Elasticity concept,1.0
household-level demand,1.0
percentage change,1.0
postal delivery services,1.5
observable attributes,1.0
otherwise magnitude,1.0
cross-price elasticity,1.0
