Themes/Phrases,strength
separate cost-benefit analysis,1.5
brief discussion,1.0
certain households,1.0
benefit level,1.0
regulatory impact analysis,1.5
annual cost,1.0
Food Stamp,1.0
eligible food stamp,1.5
Regulatory Flexibility,1.0
Unfunded Mandates,1.0
economic impact,1.0
substantial number,1.0
small entities,1.0
received comments,1.0
local welfare agencies,1.5
public interest groups,1.5
relevant information,1.0
initial Notice,1.0
supplementary information,1.0
information collection requirements,1.5
therefore subject,1.0
retroactive effect,1.0
previous version,1.0
administrative procedures,1.0
benefit levels,1.0
supplementary information,1.0
judicial challenge,1.0
information collection requirements,1.5
economically significant,1.0
preemptive effect,1.0
final rule,1.0
medical devices,1.0
practice requirements,1.0
quality system,1.0
Statutory Authorization,1.0
procedural steps,1.0
final rule,1.0
good manufacturing,1.0
major rule,1.0
quality system regulation,3.0
requirements worldwide,1.0
evaluation work,1.0
Senior Attorney,1.0
human use,1.0
preproduction design,1.0
applicable requirements,1.0
Cost-benefit analysis,1.0
economic impact,1.0
estimated total,1.0
incremental cost,1.0
remaining costs,1.0
quality system,1.0
design controls,1.0
appropriate documentation,1.0
evaluating suppliers,1.0
management review,1.0
serious injuries,1.0
monetary savings,1.0
monetary savings,1.0
product quality,1.0
final rule,1.0
economic impact,1.0
substantial number,1.0
small entities,1.0
Regulatory Flexibility,1.0
flexibility analysis,1.0
economic value,1.0
medical device establishments,1.5
final rule notice,1.5
different quality systems,1.5
small entities,1.0
regulatory flexibility analysis,1.5
design requirements,1.0
informational requirements,1.0
small entities,1.0
small entities,1.0
design-related device failures,1.5
serious injuries,1.0
general descriptions,1.0
public meeting,1.0
international standards,1.0
device manufacturers,1.0
issue guidance manuals,1.5
small entities,1.0
component suppliers,1.0
final rule,1.0
final rule,1.0
past records,1.0
relevant information,1.0
Unfunded Mandates,1.0
submitting comments,1.0
annual expenditure level,1.5
burdensome alternative,1.0
regulatory action,1.0
additional year,1.0
design control,1.0
final rule,1.0
effective date,1.0
good manufacturing practices,1.5
regulatory burden,1.0
low-risk devices,1.0
rejected suggestions,1.0
advisory committee,1.0
advance notice,1.0
various papers,1.0
working drafts,1.0
public meeting,1.0
soliciting comments,1.0
final rule,1.0
final rule,1.0
information collections,1.0
device history records,1.5
quality system records,1.5
master records,1.0
final rule,1.0
information collections,1.0
electronic submission,1.0
final rule,1.0
control number,1.0
Statutory authorization,1.0
final rule,1.0
final rule,1.0
information collections,1.0
final rule,1.0
budgetary impact,1.0
government facilities,1.0
complaint files,1.0
solicited comments,1.0
preproduction design controls,1.5
regulatory action,1.0
requiring review,1.0
burden hours,1.0
regulatory action document,1.5
tribal governments,1.0
government representatives,1.0
economically significant,1.0
regarding consultation,1.0
major rule,1.0
final rule,1.0
Concerning Securities Offerings,1.5
Anti-manipulation Rules,1.0
Concerning Securities Offerings,1.5
selling securityholders,1.0
activelytraded securities,1.0
offering participants,1.0
deregulating rights offerings,1.5
passive market making,1.5
securities eligible,1.0
final rule,1.0
flexible framework,1.0
stabilizing transactions,1.0
manipulative conduct,1.0
restricted periods,1.0
procedural steps,1.0
applicable requirements,1.0
cost-benefit analysis,1.0
evaluation work,1.0
Cost-benefit analysis,1.0
Senior Attorney,1.0
regulatory burden,1.0
trading restrictions,1.0
actively-traded securities,1.0
rights offerings,1.0
legal basis,1.0
final rule,1.0
passive market,1.0
Recordingkeeping requirements,1.0
flexible framework,1.0
Regulatory Flexibility Analysis,1.5
Regulatory Flexibility,1.0
agency actions,1.0
Regulatory Flexibility,1.0
full text,1.0
Regulatory Flexibility Analysis,1.5
stabilizing transactions,1.0
securities eligible,1.0
Flexibility Analysis,1.0
small entities,1.0
restrictive nature,1.0
Regulatory Flexibility Analysis,1.5
small entities,1.0
various provisions,1.0
various alternatives,1.0
various entities,1.0
overall effect,1.0
small entities,1.0
final rule,1.0
differing compliance,1.0
small entities,1.0
regulatory agency,1.0
Unfunded Mandates,1.0
relevant information,1.0
Proposed Rulemaking,1.0
cooling-off period,1.0
increased eligibility,1.0
reporting requirements,1.0
investor protection,1.0
firm estimate,1.0
passive market making,1.5
small entities,1.0
final rule,1.0
information collections,1.0
information collections,1.0
proposed rule,1.0
requested comments,1.0
burden estimates,1.0
Statutory authorization,1.0
review requirements,1.0
executive orders,1.0
issued control,1.0
information collections,1.0
regulatory agency,1.0
imposing requirements,1.0
final rule,1.0
digital communications,1.0
unlicensed basis,1.0
major rule,1.0
final rule,1.0
unlicensed equipment,1.0
local area networks,1.5
procedural steps,1.0
applicable requirements,1.0
evaluation work,1.0
Cost-benefit analysis,1.0
wireless access,1.0
Regulatory Flexibility,1.0
Regulatory Flexibility Analysis,1.5
regulatory flexibility analysis,1.5
legal basis,1.0
agency action,1.0
cost-benefit analysis,1.0
expected impact,1.0
small entities,1.0
small entities,1.0
radio manufacturers,1.0
radio equipment,1.0
recordkeeping requirements,1.0
federal rules,1.0
sufficient spectrum,1.0
immediate future,1.0
Regulatory Flexibility Analysis,1.5
evaluating comments,1.0
radio parties,1.0
safe harbor,1.0
interference problems,1.0
small entities,1.0
final rule,1.0
full text,1.0
mobile satellite service,1.5
future operations,1.0
future rulemaking,1.0
small entities,1.0
general descriptions,1.0
Unfunded Mandates,1.0
Regulatory Flexibility Analysis,1.5
safe harbor,1.0
complete copy,1.0
final rulemaking,1.0
regulatory agency,1.0
executive orders,1.0
following adoption,1.0
potential users,1.0
spectrum sharing,1.0
Statutory authorization,1.0
regulatory agency,1.0
Unfunded Mandates,1.0
26 reply comments,1.5
unlicensed devices,1.0
primary services,1.0
final rule,1.0
information collections,1.0
final rule,1.0
effective use,1.0
review requirements,1.0
imposing requirements,1.0
major rule,1.0
relevant information,1.0
executive orders,1.0
Accounting Policies,1.0
public interest,1.0
foreign issuers,1.0
disclosure requirements,1.0
final rule,1.0
sensitive instruments,1.0
market risk,1.0
disclosure requirements,1.0
existing rules,1.0
derivative commodity instruments,1.5
safe harbor protection,1.5
enhanced disclosure,1.0
accounting policies,1.0
market risk,2.0
sensitive instruments,1.0
market risk,1.0
procedural steps,1.0
market risk exposures,1.5
applicable requirements,1.0
statutory mandate,1.0
cost-benefit analysis,1.0
evaluation work,1.0
Corporate Audits,1.0
Cost-benefit analysis,1.0
meaningful information,1.0
complete disclosure,1.0
expected benefits,1.0
commodity instruments,1.0
Regulatory Flexibility,1.0
disclosure items,1.0
complete information,1.0
market risk,1.0
increased market efficiency,1.5
existing requirements,1.0
Regulatory Flexibility Analysis,1.5
succinct statement,1.0
inappropriate burden,1.0
related costs,1.0
expected impact,1.0
small entities,1.0
small business issuers,1.5
Regulatory Flexibility Analysis,1.5
regulatory flexibility analysis,1.5
legal basis,1.0
Regulatory Flexibility Analysis,1.5
entire analysis,1.0
final rule,1.0
Regulatory Flexibility Analysis,1.5
Unfunded Mandates,1.0
quantitative information,1.0
market risk,1.0
small entities,1.0
accounting policies,1.0
Unfunded Mandates,1.0
relevant information,1.0
small business issuer,1.5
several changes,1.0
accounting policy disclosures,1.5
additional recordkeeping,1.0
regulatory agency,1.0
final rule,1.0
raised concerns,1.0
accounting policy,1.0
disclosure items,1.0
various regulations,1.0
clearance procedures,1.0
solicited comments,1.0
final rule,1.0
quantitative disclosures,1.0
market risk,1.0
compliance burdens,1.0
public comment,1.0
regulatory agency,1.0
market risk,1.0
implementation issues,1.0
control numbers,2.0
Statutory authorization,1.0
review requirements,1.0
Determining Disability,1.0
Supplemental Security,1.0
imposing requirements,1.0
Final Rules,1.0
Final Rules,1.0
Determining Disability,1.0
Supplemental Security,1.0
major rule,1.0
final rule,1.0
continuing disability reviews,1.5
disability claims,1.0
Personal Responsibility,1.0
procedural steps,1.0
evaluation work,1.0
final rule,1.0
childhood disability,1.0
mandate changes,1.0
evaluation process,1.0
applicable requirements,1.0
Eligibility Questions,1.0
Cost-benefit analysis,1.0
final rule,1.0
program outlays,1.0
childhood disability,1.0
program outlays,1.0
administrative costs,1.0
medical redeterminations,1.0
legislative history,1.0
economic impact,1.0
substantial number,1.0
Unfunded Mandates,1.0
tribal governments,1.0
relevant information,1.0
final rule,1.0
information collection requirement,1.5
emergency procedures,1.0
Regulatory Flexibility,1.0
small entities,1.0
final rule,1.0
unfunded mandates,1.0
executive orders,1.0
final rule,1.0
Unfunded Mandates,1.0
annual hour burden,1.5
congressional intent,1.0
one-time disability redetermination workload,2.0
Statutory authorization,1.0
usage rate,1.0
regulatory action,1.0
Personal Responsibility,1.0
final rule,1.0
regulatory action,1.0
Holding Companies,1.0
notice process,1.0
major rule,1.0
final rule,1.0
regulatory burden,1.0
operating restrictions,1.0
final rule,1.0
final rule,1.0
budgetary impact,1.0
holding companies,1.0
procedural steps,1.0
evaluation work,1.0
cost-benefit analysis,1.0
regulatory flexibility analysis,1.5
Cost-benefit analysis,1.0
economic impact,1.0
substantial number,1.0
final rule,1.0
Regulatory Flexibility,1.0
final rule,1.0
regulatory flexibility analysis,1.5
small entities,1.0
notice procedures,1.0
Unfunded Mandates,1.0
executive orders,1.0
final rule,1.0
final rule,1.0
collection requirements,1.0
informational requirements,1.0
final rule notice,1.5
final analysis,1.0
regulatory restriction,1.0
particularly helpful,1.0
relevant information,1.0
regulatory agency,1.0
final rule,1.0
final rule,1.0
streamlined procedures,1.0
bank holding,1.0
burden estimates,1.0
control numbers,1.0
preamble points,1.0
final rule,1.0
information collections,1.0
final rule,1.0
total cost,1.0
yearly cost,1.0
small bank,1.0
holding companies,1.0
burden hours,1.0
comment rulemaking,1.0
various information collections,1.5
final rule,1.0
Statutory authorization,1.0
regulatory agency,1.0
executive order,1.0
Expedited Removal,1.0
Expedited Removal,1.0
deportable aliens,1.0
handling asylum claims,1.5
statutory deadline,1.0
preamble states,1.0
interim rule,1.0
effective date,1.0
review process,1.0
interim rule,1.0
good cause,1.0
Removal Proceedings,1.0
procedural steps,1.0
interim rule,1.0
major rule,1.0
Removal Proceedings,1.0
regular removal proceedings,1.5
interim rule,1.0
effective date,1.0
day comment period,1.5
statutory deadline,1.0
major rule,1.0
effective date,1.0
day delay,1.0
interested agencies,1.0
applicable requirements,1.0
Cost-benefit analysis,1.0
REMOVAL PROCEEDINGS,1.0
evaluation work,1.0
related alien custody requirements,2.0
detention vehicle,1.0
interim rule,1.0
nonpersonnel figure,1.0
bed space,1.0
criminal aliens,1.0
alien travel expenses,1.5
final orders,1.0
interim rule,1.0
training employees,1.0
unknown variables,1.0
total cost,1.0
additional immigration judges,1.5
Regulatory Flexibility,1.0
annual cost,1.0
budgetary impact,1.0
additional forms,1.0
current forms,1.0
detention centers,1.0
regarding examination,1.0
immigration judges,1.0
detention facilities,1.0
interim rule,1.0
small entities,1.0
support staff,1.0
economic impact,1.0
substantial number,1.0
interim rule,1.0
federal mandates,1.0
interim rule,1.0
executive orders,1.0
interim rule,1.0
information collection requirements,1.5
interim rule,1.0
tribal governments,1.0
interim rule,1.0
statutory deadline,1.0
additional comments,1.0
interim rule,1.0
Unfunded Mandates,1.0
relevant information,1.0
Removal Form,1.0
comment period,1.0
Statutory authorization,1.0
minor revisions,1.0
interim rule,1.0
interim rule,1.0
interim rule,1.0
Federalism Assessment,1.0
interim rule,1.0
regulatory action,1.0
budgetary impact,1.0
interim rule,1.0
regulatory action document,1.5
insufficient federalism implications,1.5
interim rule,1.0
major rule,1.0
expedited removal,1.0
effective date,1.0
major rule,1.0
day delay,1.0
statutory exceptions,1.0
day delay,1.0
statutory deadline,1.0
good cause,1.0
procedure thereon,1.0
good cause,1.0
day delay provision,1.5
good cause exception,1.5
public interest,1.0
received comments,1.0
mere existence,1.0
statutory deadline,1.0
good cause exception,1.5
day delay,1.0
good cause exception,1.5
individual insurance market,1.5
final rule,1.0
group health insurance coverage,2.0
major rule,1.0
Alternative Mechanisms,1.0
Federal Rules,1.0
Individual Market,1.0
preexisting condition exclusions,1.5
issue basis,1.0
federal requirements,1.0
statutory requirements,1.0
applicable requirements,1.0
individual health insurance coverage,2.0
economic impact analysis,1.5
individual market,1.0
state law,1.0
eligible individuals,1.0
Continued Coverage,1.0
evaluation work,1.0
Cost-benefit analysis,1.0
procedural steps,1.0
final rule,2.0
concerning group market provisions,2.0
individual coverage,1.0
social welfare effects,1.5
fifth year,1.0
yearly cost,1.0
direct cost,1.0
freeing people,1.0
job lock,1.0
final rule,1.0
Unfunded Mandates,1.0
good cause,1.0
Unfunded Mandates,1.0
prompt guidance,1.0
prior coverage,1.0
possible loss,1.0
general notice,1.0
final rule,1.0
relevant information,1.0
Regulatory Flexibility,1.0
Regulatory Flexibility,1.0
general notice,1.0
executive orders,1.0
final rules,1.0
individual health insurance market,2.0
emergency review,1.0
prior group coverage,1.5
public comment period,1.5
annual burden hours,1.5
individual health insurance coverage,2.0
day agency review,1.5
information collection,1.0
final rule,1.0
accepting comments,1.0
final rule,1.0
information collections,1.0
30day comment period,1.5
emergency approval,1.0
day period,1.0
normal time limits,1.5
day period,2.0
final rule,1.0
annual responses,1.0
annual cost,1.0
final rule,1.0
Statutory authorization,1.0
regulatory action document,1.5
regulatory action,1.0
budgetary impact,1.0
interim rules,1.0
major rules,1.0
group health plan,1.5
Insurance Portability,1.0
interim rules,1.0
group health plans,1.5
Interim Rules,1.0
group market provisions,1.5
health statusrelated,1.0
shared group market provisions,2.0
special enrollment rights,1.5
conditions exclusions,1.0
procedural steps,1.0
substantially identical,1.0
applicable requirements,1.0
Individual Market,1.0
evaluation work,1.0
issue area,1.0
Face Cost,1.0
economic impact,1.0
individual market provisions,1.5
Continued Coverage,1.0
Cost-benefit analysis,1.0
preexisting conditions exclusions,1.5
group health plans coverage,2.0
subsequent years,1.0
general notices,1.0
Regulatory Flexibility,1.0
Regulatory Flexibility,1.0
Unfunded Mandates,1.0
final rule,2.0
yearly cost,1.0
direct cost,1.0
final rules,1.0
small entities,1.0
final rules,1.0
general notices,1.0
Unfunded Mandates,1.0
burdensome alternative,1.0
including state insurance commissions,2.0
executive orders,1.0
final rules,1.0
good cause,1.0
prompt guidance,1.0
individual health insurance market,2.0
insured individuals,1.0
relevant information,1.0
final rule,1.0
day period,1.0
accepting comments,1.0
final rules,1.0
information collections,1.0
day comment period,1.5
comment period,1.0
emergency review,1.0
prior group coverage,1.5
certain individuals,1.0
day agency review,1.5
considerable flexibility,1.0
normal time limits,1.5
public interest,1.0
OMB approval,1.0
day period,1.0
prior coverage,1.0
emergency approval,1.0
final rules,1.0
interim rule,1.0
individual health insurance,1.5
guaranteeing availability,1.0
day period,1.0
final rule,1.0
Statutory authorization,1.0
regulatory action documents,1.5
interim rule,1.0
interim rules,1.0
economically significant,1.0
regulatory actions,1.0
budgetary impact,1.0
Certain Industry Sectors,1.5
Certain Industry Sectors,1.5
major rule,1.0
final rule,1.0
seven industry groups subject,2.0
final rule,1.0
reporting requirements,1.0
Emergency Planning,1.0
otherwise use,1.0
available data base,1.5
basic purpose,1.0
chemical hazards,1.0
requiring reporting,1.0
permits communities,1.0
chemical spills,1.0
procedural steps,1.0
industry association,1.0
facility subject,1.0
toxic chemical,1.0
evaluation work,1.0
toxic chemical threshold quantity,2.0
particular facility,1.0
toxic chemical release form,2.5
applicable requirements,1.0
Cost-benefit analysis,1.0
aforementioned assessments,1.0
management activities,1.0
CERTAIN INDUSTRY SECTORS,1.5
economic analysis,1.0
social impact,1.0
total compliance cost,1.5
reporting requirements,1.0
subsequent years,1.0
environmental releases,1.0
reporting requirements,1.0
reporting frequencies,1.0
existing manufacturing sector,1.5
toxic chemical releases,1.5
waste management,1.0
subsequent years,1.0
toxic chemicals,1.0
Regulatory Flexibility,1.0
rule familiarization,1.0
Regulatory Flexibility Analysis,1.5
various alternatives,1.0
overall affect,1.0
including compliance determinations,1.5
existing methodology,1.0
different reporting requirements,1.5
potential impact,1.0
small entities,1.0
Regulatory Flexibility Analysis,1.5
500 employee criteria,1.5
Regulatory Flexibility Analysis,1.5
small entities,1.0
industry groups,1.0
reporting thresholds,1.0
economic impact,1.0
small entities,1.0
extensive analysis,1.0
small entities,1.0
compliance costs,1.0
small governmental,1.0
annual revenues,1.0
economic impact,1.0
annual revenues,1.0
annual expenditures,1.0
Unfunded Mandates,1.0
small entities,1.0
public utilities,1.0
financial assistance,1.0
Unfunded Mandates,1.0
tribal expenditures,1.0
federal resources,1.0
intergovernmental mandate,1.0
final rule,1.0
day comment period,1.5
electric utilities,1.0
intergovernmental mandate,1.0
relevant information,1.0
information requirements,1.0
information collection requirements,1.5
Statutory authorization,1.0
executive orders,1.0
comment period,1.0
public interest groups,1.5
labor groups,1.0
control number,1.0
environmental groups,1.0
statutory authority,1.0
federal agencies,1.0
state agencies,1.0
regulatory action,1.0
final rule,1.0
substantive comments,1.0
major rule,1.0
final rule,1.0
certain conditions,1.0
animal products,1.0
frozen pork,1.0
agency states,1.0
final rule,1.0
disseminating hog cholera,1.5
applicable requirements,1.0
unnecessary restrictions,1.0
fresh pork,1.0
negligible risk,1.0
supplementary information,1.0
Mexican government official,1.5
procedural steps,1.0
slight risk,1.0
hog cholera,1.0
evaluation work,1.0
Federal Regulations,1.0
established importation,1.0
final rule,1.0
different parts,1.0
solicited comments,1.0
day period,1.0
certain animal,1.0
plant products,1.0
final rule,1.0
certain conditions,1.0
pork production,1.0
Cost-benefit analysis,1.0
geographical locations,1.0
disease risk,1.0
frozen pork,1.0
economic impact analysis,1.5
potential impact analysis,1.5
pork products,1.0
pork production,1.0
pork production,1.0
Regulatory Flexibility,1.0
substantial number,1.0
small entities,1.0
pork producers,1.0
fresh pork,1.0
Mexican pork,1.0
consumer reaction,1.0
cholera-related restrictions,1.0
initial analysis,1.0
invited comments,1.0
potential impacts,1.0
foreign pork products,1.5
retail weight,1.0
Flexibility Analysis,1.0
economic impact,1.0
precise impacts,1.0
pork-product imports,1.0
prepared pork products,1.5
live swine,1.0
farrow-to-finish swine operators,1.5
commercial pork production,1.5
anticipated impact,1.0
livestock sector,1.0
fresh pork products,1.5
swine slaughterers,1.0
Regulatory Flexibility,1.0
small entities,1.0
final rule,1.0
legal basis,1.0
compliance requirements,1.0
allowing importation,1.0
current importation restrictions,1.5
pork products,1.0
stringent mitigating,1.0
hog cholera,1.0
federal mandates,1.0
stringent mitigating conditions,1.5
tribal governments,1.0
executive orders,1.0
unnecessarily restrictive,1.0
relevant information,1.0
regulatory provisions,1.0
scientific evidence,1.0
stringent mitigating measures,1.5
political organizations,1.0
day comment period,1.5
several requests,1.0
foreign governments,1.0
importing industry associations,1.5
statutory authorization,1.0
public hearings,1.0
small portion,1.0
state departments,1.0
information collection,1.0
final rule,1.0
regulatory action,1.0
Statutory authorization,1.0
local laws,1.0
significant risk,1.0
human environment,1.0
control number,1.0
environmental impact statement,1.5
final rule,1.0
economically significant,1.0
administrative proceedings,1.0
environmental assessment,1.0
cholera disease agents,1.5
disseminating hog,1.0
final rule,1.0
retroactive effect,1.0
Light-Duty Vehicles,1.0
major rule,1.0
Light-Duty Vehicles,1.0
Vehicle Engines,1.0
light-duty truck manufacturers,1.5
regulatory framework,1.0
final rule,1.0
tailpipe standards,1.0
low emission,1.0
air pollution control official,2.0
state-by-state program,1.0
vehicle program,1.0
model year,1.0
federal motor vehicle,1.5
nationwide standards,1.0
pollution control program,1.5
remaining issues,1.0
applicable requirements,1.0
national program,1.0
motor vehicle,1.0
regulatory stability,1.0
procedural steps,1.0
final agreement,1.0
evaluation work,1.0
Cost-benefit analysis,1.0
northern portion,1.0
northeastern states,1.0
national program,1.0
vehicle cost,1.0
annual cost,1.0
national sales volumes,1.5
exhaust pollutants,1.0
low emission vehicle program,2.0
national program,1.0
sales volumes,1.0
vehicle manufacturers,1.0
estimated cost,1.0
vehicle price,1.0
pollution reduction,1.0
stringent standards,1.0
regulatory flexibility analysis,1.5
Unfunded Mandates,1.0
substantial number,1.0
voluntary program,1.0
model year,1.0
Regulatory Flexibility,1.0
Unfunded Mandates,1.0
executive orders,1.0
relevant information,1.0
private sector mandate,1.5
intergovernmental mandate,1.0
regulatory impact analysis,1.5
preamble states,1.0
numerous comments,1.0
public hearing,1.0
information collection requirements,1.5
Statutory authorization,1.0
significant comments,1.0
public docket,1.0
information collection request,1.5
regulatory action,1.0
public record,1.0
certain pension,1.0
reasonable expectation,1.0
major rule,1.0
final rule,1.0
final rule,1.0
investment advisers,1.0
statistical rating,1.0
procedural steps,1.0
applicable requirements,1.0
Cost-benefit analysis,1.0
Implementing Amendments,1.0
particularly title,1.0
evaluation work,1.0
certain advisers,1.0
IMPLEMENTING AMENDMENTS,1.0
final rule,1.0
quantifiable costs,1.0
Pension Consultant,1.0
cost-benefit analysis,1.0
quantifiable benefits,1.0
estate advisers,1.0
pension plans,1.0
Regulatory Flexibility,1.0
Regulatory Flexibility Analysis,1.5
final rule,1.0
Regulatory Flexibility Analysis,1.5
complete copy,1.0
final rule,1.0
small entities,1.0
small entities,1.0
investment advisers,1.0
small entities,1.0
individual decisions,1.0
investment manager,1.0
compliance requirements,1.0
small entities,1.0
stateregistered investment advisers,1.5
sunset provision,1.0
Unfunded Mandates,1.0
final rule,1.0
relevant information,1.0
final rule,1.0
final rule,1.0
Unfunded Mandates,1.0
small advisers,1.0
executive orders,1.0
small entities,1.0
final rule,1.0
certain language,1.0
regulatory agency,1.0
burden hour estimates,1.5
annual burden,1.0
review requirements,1.0
Statutory authorization,1.0
regulatory agency,1.0
final rule,1.0
major rule,1.0
final rule,1.0
conservation program,1.0
interim program,1.0
voluntary program,1.0
serious threats,1.0
natural resources,1.0
educational assistance,1.0
forest lands,1.0
wildlife habitats,1.0
including grazing lands,1.5
effective date,1.0
day delay,1.0
public interest,1.0
effective date,1.0
1997 planting season,1.5
major rule,1.0
procedural steps,1.0
year delay,1.0
public procedures,1.0
conservation practices,1.0
conservation benefits,1.0
former conservation programs,1.5
educational assistance,1.0
public interest,1.0
delay provisions,1.0
final rule states,1.5
effective date,1.0
planting decisions,1.0
interim conservation,1.0
day authority,1.0
good cause,1.0
effective date,1.0
small consequence,1.0
evaluation work,1.0
day delay provision,1.5
good cause,1.0
planting decisions,1.0
former programs,1.0
major rule,1.0
temporary authority,1.0
Cost-benefit analysis,1.0
economic analysis,1.0
potential impacts,1.0
regulatory action,1.0
economically significant,1.0
conservation practices,1.0
final rule,1.0
net farm income,1.5
beneficial impact,1.0
longterm productivity,1.0
resource base,1.0
source pollution damage reductions,2.0
wildlife enhancements,1.0
voluntary program,1.0
agricultural producers,1.0
annual amounts,1.0
interim year,1.0
priority areas,1.0
adverse effects,1.0
environmental return,1.0
effective conservation coverage,1.5
non-priority areas,1.0
beneficial effects,1.0
program administration,1.0
Regulatory Flexibility,1.0
priority areas,1.0
federal dollars,1.0
program managers,1.0
executive orders,1.0
Regulatory Flexibility,1.0
subject matter,1.0
relevant information,1.0
Unfunded Mandates,1.0
final rule,1.0
substantive changes,1.0
final rule,1.0
recordkeeping requirements,1.0
economically significant,1.0
economic analysis,1.0
economic analysis,1.0
administrative appeal,1.0
economic impact,1.0
human health,1.0
estimated burdens,1.0
control number,1.0
regulatory action,1.0
annual effect,1.0
final rule,1.0
full copy,1.0
preempt state,1.0
local laws,1.0
environmental risk assessment,1.5
environmental impacts,1.0
production activities,1.0
conservation techniques,1.0
concentrated efforts,1.0
priority areas,1.0
major conclusion,1.0
stressed resources,1.0
conservation measures,1.0
human environment,1.0
scale efforts,1.0
priority areas,1.0
environmental assessment,1.0
complete copy,1.0
Statutory authorization,1.0
Animal Proteins,1.0
Ruminant Feed,1.0
major rule,1.0
final rule,1.0
transmissible spongiform encephalopathy,1.5
Creutzfeldt-Jakob disease,1.0
rendered protein by-products,1.5
mammalian tissues,1.0
ruminant feed,1.0
animal protein,1.0
procedural steps,1.0
bovine spongiform,1.0
evaluation work,1.0
additive subject,1.0
certain provisions,1.0
applicable requirements,1.0
Cost-benefit analysis,1.0
Full texts,1.0
cost analysis,1.0
affected meat,1.0
bone meal,1.0
economic impact,1.0
regulatory options,1.0
at-risk cattle,1.0
initial value,1.0
annualized costs,1.0
nonruminant animal producers,1.5
primary benefit,1.0
direct livestock losses,1.5
Regulatory Flexibility,1.0
economic analyses,1.0
potential benefits,1.0
direct compliance costs,1.5
feed costs,1.0
human lives,1.0
medical costs,1.0
imposing feed regulations,1.5
substantial number,1.0
small entities,1.0
ruminant production,1.0
regulatory alternatives,1.0
small entities,1.0
Regulatory Flexibility,1.0
relevant information,1.0
final rule,1.0
final rule,1.0
government entities,1.0
executive orders,1.0
several respects,1.0
Unfunded Mandates,1.0
numerous comments,1.0
final rule,1.0
draft language,1.0
final rule,1.0
information collection,1.0
information collection request,1.5
codified provisions,1.0
information collection requirements,1.5
final rule,1.0
information collection,1.0
OMB approval,1.0
information collection,1.0
executive order,1.0
regulatory alternatives,1.0
Statutory authorization,1.0
effective date,1.0
final rule,1.0
economically significant,1.0
net benefits,1.0
meeting agency,1.0
regulatory action,1.0
Federalism Assessment,1.0
statutory authority,1.0
certain conditions,1.0
animal products,1.0
major rule,1.0
final rule,1.0
frozen beef,1.0
trade agreements,1.0
unnecessary restrictions,1.0
disseminating foot,1.0
mouth disease,1.0
final rule,1.0
negligible risk,1.0
Argentine officials,1.0
supplementary information,1.0
applicable requirements,1.0
procedural steps,1.0
evaluation work,1.0
different parts,1.0
geographical locations,1.0
disease risk,1.0
solicited comments,1.0
day period,1.0
Federal Regulations,1.0
established importation,1.0
final rule,1.0
metric ton,1.0
Regulatory Flexibility,1.0
frozen beef,1.0
economic impact analysis,1.5
annual losses,1.0
potential impact,1.0
livestock sector,1.0
primary processors,1.0
dairy industry,1.0
final rule,1.0
small entities,1.0
allowing importation,1.0
mouth disease,1.0
certain animal,1.0
plant products,1.0
final rule,1.0
beef sectors,1.0
certain conditions,1.0
Cost-benefit analysis,1.0
nonfed beef,1.0
Flexibility Analysis,1.0
farm income,1.0
beef farm,1.0
economic impact,1.0
substantial number,1.0
size classification,1.0
disease-related restrictions,1.0
potential impacts,1.0
invited comments,1.0
dairy industries,1.0
legal basis,1.0
feedlot operators,1.0
cattle dealers,1.0
stringent conditions,1.0
Flexibility Analysis,1.0
trade agreements,1.0
compliance requirements,1.0
current importation restrictions,1.5
mitigating measures,1.0
unnecessarily restrictive,1.0
stringent mitigating conditions,1.5
Unfunded Mandates,1.0
regulatory provisions,1.0
tribal governments,1.0
executive orders,1.0
day comment period,1.5
foreign governments,1.0
control number,1.0
relevant information,1.0
final rule,1.0
economically significant,1.0
public hearings,1.0
federal mandates,1.0
state departments,1.0
livestock industry,1.0
political organizations,1.0
final rule,1.0
small portion,1.0
Statutory authorization,1.0
several requests,1.0
information collection,1.0
importing industry associations,1.5
regulatory action,1.0
statutory authorization,1.0
environmental assessment,1.0
human environment,1.0
local laws,1.0
final rule,1.0
retroactive effect,1.0
significant risk,1.0
disseminating foot,1.0
administrative proceedings,1.0
impact statement,1.0
final rule,1.0
major rule,1.0
final rule,1.0
foreign participation,1.0
closed markets,1.0
satellite services market,1.5
liberalized market conditions,1.5
foreign entities,1.0
procedural steps,1.0
final rule,1.0
applicable requirements,1.0
evaluation work,1.0
LICENSED SATELLITES,1.0
Cost-benefit analysis,1.0
final rule,1.0
Regulatory Flexibility,1.0
cost-benefit analysis,1.0
Regulatory Flexibility Analysis,1.5
compliance requirements,1.0
Regulatory Flexibility Analysis,1.5
small entities,1.0
foreign-licensed systems,1.0
Regulatory Flexibility Analysis,1.5
final rule,1.0
economic impact,1.0
relevant information,1.0
regulatory agency,1.0
Unfunded Mandates,1.0
executive orders,1.0
information collection requirement,1.5
licensed systems,1.0
annual burden hours,1.5
estimated number,1.0
Unfunded Mandates,1.0
final rule,1.0
final rule,1.0
final rule,1.0
financial ability,1.0
requesting authority,1.0
information collection,1.0
total cost,1.0
control number,1.0
burden hours,1.0
final rule,1.0
regulatory agency,1.0
Statutory authorization,1.0
review requirements,1.0
